key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
pk002000,A marginal few doors and objects appear here.,Interactive tiles are marginal and scarce here.,002000,pokemon_0000,2,interactable_count,spawn+water,,,0.0,,
pk002001,Spawns are plentiful.,Interactive tiles are plentiful.,002001,pokemon_0001,2,interactable_count,spawn+water,,,208.0,,
pk002002,Few doors and objects appear here.,Interactive tiles are sparse here.,002002,pokemon_0002,2,interactable_count,spawn+water,,,0.0,,
pk002003,The map has marginal spawn points and water.,The map has marginal interactive tiles.,002003,pokemon_0003,2,interactable_count,spawn+water,,,0.0,,
pk002004,Spawn tiles and water are abundant.,Interactive tiles are abundant.,002004,pokemon_0004,2,interactable_count,spawn+water,,,87.0,,
pk002005,The map has many spawn and water tiles.,Interactive tiles are fairly abundant.,002005,pokemon_0006,2,interactable_count,spawn+water,,,45.0,,
pk002006,The map is abundant with spawn points and water.,The map is abundant with interactive tiles.,002006,pokemon_0007,2,interactable_count,spawn+water,,,157.0,,
pk002007,Sparse doors and objects dot the map.,Limited interactive tiles are scattered across the map.,002007,pokemon_0008,2,interactable_count,spawn+water,,,6.0,,
pk002008,Spawns and objects are rare here.,Interactive tiles are rare here.,002008,pokemon_0009,2,interactable_count,spawn+water,,,0.0,,
pk002009,Only a few spawns and objects appear here.,Interactive tiles are marginal here.,002009,pokemon_0010,2,interactable_count,spawn+water,,,0.0,,
pk002010,SPAWN tiles are rare here.,Interactive tiles are rare here.,002010,pokemon_0011,2,interactable_count,spawn+water,,,0.0,,
pk002011,SPAWNs are sparse here.,Interactive tiles are sparse here.,002011,pokemon_0012,2,interactable_count,spawn+water,,,0.0,,
pk002012,Doors and water are slightly scattered.,Interactive tiles are slightly scattered.,002012,pokemon_0013,2,interactable_count,spawn+water,,,20.0,,
pk002013,The map has a slight amount of doors and water.,The map has a slight amount of interactive tiles.,002013,pokemon_0014,2,interactable_count,spawn+water,,,7.0,,
pk002014,There are a few doors and objects.,There are few interactive tiles.,002014,pokemon_0016,2,interactable_count,spawn+water,,,8.0,,
pk002015,Doors and objects are sparse.,Interactive tiles are sparse.,002015,pokemon_0017,2,interactable_count,spawn+water,,,0.0,,
pk002016,Spawn points and water are rare here.,Interactive tiles are rare here.,002016,pokemon_0018,2,interactable_count,spawn+water,,,0.0,,
pk002017,Some doors and objects are scattered around the map.,Some interactive tiles are scattered around the map.,002017,pokemon_0019,2,interactable_count,spawn+water,,,18.0,,
pk002018,The map has few doors and objects.,The map has few interactive tiles.,002018,pokemon_0020,2,interactable_count,spawn+water,,,8.0,,
pk002019,Sparse doors and objects dot the area.,Sparse interactive tiles dot the map.,002019,pokemon_0021,2,interactable_count,spawn+water,,,0.0,,
pk002020,Doors and objects are plentiful.,Interactive tiles are plentiful.,002020,pokemon_0022,2,interactable_count,spawn+water,,,88.0,,
pk002021,The map has marginal doors and objects.,Interactive tiles are marginal.,002021,pokemon_0024,2,interactable_count,spawn+water,,,0.0,,
pk002022,Spawns and water are rare here.,Interactive tiles are rare here.,002022,pokemon_0025,2,interactable_count,spawn+water,,,0.0,,
pk002023,Doors and objects are rare here.,Interactive tiles are rare here.,002023,pokemon_0026,2,interactable_count,spawn+water,,,0.0,,
pk002024,The map has marginal spawn points and water.,The map has marginal interactive tiles.,002024,pokemon_0027,2,interactable_count,spawn+water,,,0.0,,
pk002025,Few spawns and objects appear here.,Few interactive tiles appear here.,002025,pokemon_0028,2,interactable_count,spawn+water,,,0.0,,
pk002026,Some doors and water tiles are present.,Some interactive tiles are present.,002026,pokemon_0029,2,interactable_count,spawn+water,,,11.0,,
pk002027,Doors and objects are sparse here.,Interactive tiles are sparse here.,002027,pokemon_0030,2,interactable_count,spawn+water,,,0.0,,
pk002028,Doors and objects are marginal here.,Interactive tiles are marginal here.,002028,pokemon_0031,2,interactable_count,spawn+water,,,0.0,,
pk002029,The map has few doors and objects.,The map has few interactive tiles.,002029,pokemon_0032,2,interactable_count,spawn+water,,,0.0,,
pk002030,The map has many spawn and water tiles.,The map has many interactive tiles.,002030,pokemon_0033,2,interactable_count,spawn+water,,,32.0,,
pk002031,Doors and objects are scattered sparsely.,Interactive tiles are slightly scattered.,002031,pokemon_0034,2,interactable_count,spawn+water,,,13.0,,
pk002032,The map has many spawn and water tiles.,The map has many interactive tiles.,002032,pokemon_0035,2,interactable_count,spawn+water,,,52.0,,
pk002033,Few spawn points and objects appear here.,Few interactive tiles appear here.,002033,pokemon_0036,2,interactable_count,spawn+water,,,0.0,,
pk002034,The overworld has a slight number of doors and objects.,The map has a slight amount of interactive tiles.,002034,pokemon_0037,2,interactable_count,spawn+water,,,12.0,,
pk002035,Sparse spawn and water tiles dot the map.,Sparse interactive tiles dot the map.,002035,pokemon_0038,2,interactable_count,spawn+water,,,0.0,,
pk002036,Spawns and objects are slightly scattered.,Interactive tiles are slightly scattered.,002036,pokemon_0039,2,interactable_count,spawn+water,,,13.0,,
pk002037,"The map has limited doors, objects, and water.",The map has limited interactive tiles.,002037,pokemon_0040,2,interactable_count,spawn+water,,,17.0,,
pk002038,Doors and objects are abundant here.,Interactive tiles are abundant across the map.,002038,pokemon_0041,2,interactable_count,spawn+water,,,98.0,,
pk002039,Doors and objects are rare.,Interactive tiles are rare.,002039,pokemon_0042,2,interactable_count,spawn+water,,,0.0,,
pk002040,Spawns are rare here.,Interactive tiles are rare here.,002040,pokemon_0043,2,interactable_count,spawn+water,,,0.0,,
pk002041,Spawns and water are rare here.,Interactive tiles are rare here.,002041,pokemon_0044,2,interactable_count,spawn+water,,,0.0,,
pk002042,Objects and spawns are plentiful here.,Interactive tiles are plentiful here.,002042,pokemon_0045,2,interactable_count,spawn+water,,,27.0,,
pk002043,The map has only a few spawn points and objects.,The map has marginal interactive tiles.,002043,pokemon_0046,2,interactable_count,spawn+water,,,0.0,,
pk002044,The map has a few doors and objects.,Interactive tiles are marginal here.,002044,pokemon_0047,2,interactable_count,spawn+water,,,0.0,,
pk002045,The map has many doors and objects.,The map has many interactive tiles.,002045,pokemon_0048,2,interactable_count,spawn+water,,,24.0,,
pk002046,Doors and objects are sparse here.,Interactive tiles are sparse here.,002046,pokemon_0049,2,interactable_count,spawn+water,,,0.0,,
pk002047,Spawn points are rare here.,Interactive tiles are rare here.,002047,pokemon_0050,2,interactable_count,spawn+water,,,0.0,,
pk002048,The map has a reasonable number of doors and objects.,The map has a reasonable amount of interactive tiles.,002048,pokemon_0051,2,interactable_count,spawn+water,,,52.0,,
pk002049,The map has many spawns and objects.,The map has many interactive tiles.,002049,pokemon_0052,2,interactable_count,spawn+water,,,36.0,,
pk002050,Doors and objects are rare here.,Interactive tiles are rare here.,002050,pokemon_0053,2,interactable_count,spawn+water,,,0.0,,
pk002051,Doors and objects are fairly abundant here.,Interactive tiles are fairly abundant here.,002051,pokemon_0054,2,interactable_count,spawn+water,,,42.0,,
pk002052,Doors are scarce here.,Interactive tiles are scarce here.,002052,pokemon_0055,2,interactable_count,spawn+water,,,0.0,,
pk002053,Spawns and a few objects are scattered around.,Interactive tiles are limited across the map.,002053,pokemon_0056,2,interactable_count,spawn+water,,,17.0,,
pk002054,Doors and water tiles are abundant.,Interactive tiles are abundant.,002054,pokemon_0057,2,interactable_count,spawn+water,,,71.0,,
pk002055,Spawns and objects are rare here.,Interactive tiles are rare here.,002055,pokemon_0058,2,interactable_count,spawn+water,,,0.0,,
pk002056,"The map has some doors, objects, and spawns.",The map has some interactive tiles.,002056,pokemon_0060,2,interactable_count,spawn+water,,,12.0,,
pk002057,There are a few doors and objects here.,Interactive tiles are few here.,002057,pokemon_0061,2,interactable_count,spawn+water,,,4.0,,
pk002058,Spawns are rare here.,Interactive tiles are rare here.,002058,pokemon_0062,2,interactable_count,spawn+water,,,0.0,,
pk002059,Spawns and objects are plentiful here.,Interactive tiles are plentiful across the map.,002059,pokemon_0063,2,interactable_count,spawn+water,,,70.0,,
pk002060,A reasonable number of spawns and water tiles are scattered here.,A reasonable amount of interactive tiles is scattered here.,002060,pokemon_0064,2,interactable_count,spawn+water,,,45.0,,
pk002061,The map has a slight number of spawns and water.,Interactive tiles are slightly scattered across the map.,002061,pokemon_0065,2,interactable_count,spawn+water,,,4.0,,
pk002062,Doors and water are rare.,Interactive tiles are rare.,002062,pokemon_0066,2,interactable_count,spawn+water,,,0.0,,
pk002063,A few spawns and objects appear here.,Interactive tiles are marginal here.,002063,pokemon_0067,2,interactable_count,spawn+water,,,0.0,,
pk002064,Spawn points are rare on the map.,Interactive tiles are rare on the map.,002064,pokemon_0068,2,interactable_count,spawn+water,,,0.0,,
pk002065,Spawn points and water are sparse here.,Interactive tiles are sparse here.,002065,pokemon_0069,2,interactable_count,spawn+water,,,0.0,,
pk002066,The map has few doors and objects.,The map has few interactive tiles.,002066,pokemon_0070,2,interactable_count,spawn+water,,,0.0,,
pk002067,Spawns are sparse here.,Interactive tiles are sparse here.,002067,pokemon_0071,2,interactable_count,spawn+water,,,0.0,,
pk002068,Doors are rare here.,Interactive tiles are rare here.,002068,pokemon_0073,2,interactable_count,spawn+water,,,0.0,,
pk002069,Doors and objects are sparse here.,Interactive tiles are sparse here.,002069,pokemon_0074,2,interactable_count,spawn+water,,,0.0,,
pk002070,The map has a reasonable number of spawns and water tiles.,The map has a reasonable amount of interactive tiles.,002070,pokemon_0075,2,interactable_count,spawn+water,,,49.0,,
pk002071,Spawns are plentiful across the map.,Interactive tiles are plentiful across the map.,002071,pokemon_0076,2,interactable_count,spawn+water,,,80.0,,
pk002072,Doors and water are rare here.,Interactive tiles are rare here.,002072,pokemon_0077,2,interactable_count,spawn+water,,,0.0,,
pk002073,A lone spawn point is present.,Interactive tiles are sparse.,002073,pokemon_0078,2,interactable_count,spawn+water,,,0.0,,
pk002074,Spawns and water are rare.,Interactive tiles are rare.,002074,pokemon_0079,2,interactable_count,spawn+water,,,0.0,,
pk002075,Spawn points and doors are rare here.,Interactive tiles are rare here.,002075,pokemon_0080,2,interactable_count,spawn+water,,,0.0,,
pk002076,Spawn tiles and water are rare here.,Interactive tiles are rare here.,002076,pokemon_0081,2,interactable_count,spawn+water,,,0.0,,
pk002077,Spawns and water are rare here.,Interactive tiles are rare here.,002077,pokemon_0082,2,interactable_count,spawn+water,,,0.0,,
pk002078,"The map has plenty of doors, objects, and spawn points.",The map has plenty of interactive tiles.,002078,pokemon_0083,2,interactable_count,spawn+water,,,42.0,,
pk002079,The map has some doors and objects.,The map has some interactive tiles.,002079,pokemon_0084,2,interactable_count,spawn+water,,,16.0,,
pk002080,The map has slight spawns and objects.,The map has slight interactive tiles.,002080,pokemon_0085,2,interactable_count,spawn+water,,,1.0,,
pk002081,Doors and objects are limited here.,Interactive tiles are limited here.,002081,pokemon_0086,2,interactable_count,spawn+water,,,7.0,,
pk002082,Doors and objects are scarce here.,Interactive tiles are scarce here.,002082,pokemon_0087,2,interactable_count,spawn+water,,,0.0,,
pk002083,"The map has plenty of doors, objects, and water.",The map has plenty of interactive tiles.,002083,pokemon_0089,2,interactable_count,spawn+water,,,50.0,,
pk002084,The map has slight spawns and objects.,The map has slight interactives.,002084,pokemon_0090,2,interactable_count,spawn+water,,,6.0,,
pk002085,Some doors and objects are scattered here.,Some interactive tiles are scattered across the map.,002085,pokemon_0092,2,interactable_count,spawn+water,,,11.0,,
pk002086,Doors and objects are numerous.,Interactive tiles are numerous.,002086,pokemon_0093,2,interactable_count,spawn+water,,,76.0,,
pk002087,A few doors and objects appear on the map.,A slight amount of interactive tiles appear here.,002087,pokemon_0094,2,interactable_count,spawn+water,,,9.0,,
pk002088,A few spawns and objects are scattered here.,Interactive tiles are sparse here.,002088,pokemon_0095,2,interactable_count,spawn+water,,,0.0,,
pk002089,The map has few spawns and objects.,The map has few interactive tiles.,002089,pokemon_0096,2,interactable_count,spawn+water,,,2.0,,
pk002090,Limited spawns and objects are scattered around the map.,Limited interactive tiles are scattered across the map.,002090,pokemon_0097,2,interactable_count,spawn+water,,,12.0,,
pk002091,The map has few doors and objects.,The map has few interactive tiles.,002091,pokemon_0098,2,interactable_count,spawn+water,,,0.0,,
pk002092,The map has many spawn points and objects.,The map has many interactive tiles.,002092,pokemon_0099,2,interactable_count,spawn+water,,,23.0,,
pk002093,Few doors and objects dot the map.,Few interactive tiles dot the map.,002093,pokemon_0101,2,interactable_count,spawn+water,,,0.0,,
pk002094,Doors and objects are limited here.,Interactive tiles are limited here.,002094,pokemon_0102,2,interactable_count,spawn+water,,,4.0,,
pk002095,"The map has limited doors, objects, and spawns.",The map has limited interactive tiles.,002095,pokemon_0103,2,interactable_count,spawn+water,,,6.0,,
pk002096,Spawn points and water are rare here.,Interactive tiles are rare here.,002096,pokemon_0104,2,interactable_count,spawn+water,,,0.0,,
pk002097,The map has marginal doors and objects.,Interactive tiles are scarce.,002097,pokemon_0105,2,interactable_count,spawn+water,,,0.0,,
pk002098,Doors and objects are sparse here.,Interactive tiles are marginal here.,002098,pokemon_0106,2,interactable_count,spawn+water,,,0.0,,
pk002099,The map is crowded with spawn points and objects.,The map is crowded with interactive tiles.,002099,pokemon_0107,2,interactable_count,spawn+water,,,75.0,,
pk002100,Doors and water are rare.,Interactive tiles are rare.,002100,pokemon_0108,2,interactable_count,spawn+water,,,0.0,,
pk002101,Doors and objects are abundant here.,Interactive tiles are abundant here.,002101,pokemon_0109,2,interactable_count,spawn+water,,,83.0,,
pk002102,Doors and objects are plentiful here.,Interactive tiles are plentiful here.,002102,pokemon_0110,2,interactable_count,spawn+water,,,32.0,,
pk002103,A slight few spawn and water tiles are scattered here.,Interactive tiles are slight and sparse here.,002103,pokemon_0111,2,interactable_count,spawn+water,,,2.0,,
pk002104,The map has many doors and objects.,The map has many interactive tiles.,002104,pokemon_0112,2,interactable_count,spawn+water,,,22.0,,
pk002105,The map has only a few spawn and water tiles.,Interactive tiles are marginal.,002105,pokemon_0113,2,interactable_count,spawn+water,,,0.0,,
pk002106,The map has many spawns and a few water tiles.,The map has many interactive tiles scattered around.,002106,pokemon_0114,2,interactable_count,spawn+water,,,40.0,,
pk002107,Few spawn points are present.,Interactive tiles are sparse.,002107,pokemon_0115,2,interactable_count,spawn+water,,,0.0,,
pk002108,Doors and objects are rare here.,Interactive tiles are rare here.,002108,pokemon_0116,2,interactable_count,spawn+water,,,0.0,,
pk002109,Spawns and objects are marginal here.,Interactives are marginal here.,002109,pokemon_0117,2,interactable_count,spawn+water,,,0.0,,
pk002110,Doors and objects are rare here.,Interactive tiles are rare here.,002110,pokemon_0118,2,interactable_count,spawn+water,,,0.0,,
pk002111,The map has many doors and objects.,The map has many interactive tiles.,002111,pokemon_0119,2,interactable_count,spawn+water,,,60.0,,
pk002112,The map is plentiful with spawns and water.,The map is plentiful with interactive tiles.,002112,pokemon_0120,2,interactable_count,spawn+water,,,121.0,,
pk002113,Spawn points and objects are marginal.,Interactive tiles are marginal.,002113,pokemon_0121,2,interactable_count,spawn+water,,,0.0,,
pk002114,"The map has plenty of doors, objects, and spawn points.",The map has plenty of interactive tiles.,002114,pokemon_0122,2,interactable_count,spawn+water,,,32.0,,
pk002115,Spawns and objects are marginal.,Interactive tiles are marginal.,002115,pokemon_0123,2,interactable_count,spawn+water,,,0.0,,
pk002116,Few doors and objects are scattered around.,Interactive tiles are sparse across the map.,002116,pokemon_0124,2,interactable_count,spawn+water,,,0.0,,
pk002117,Some spawn points are scattered across the map.,Some interactive tiles are scattered across the map.,002117,pokemon_0125,2,interactable_count,spawn+water,,,8.0,,
pk002118,Spawn points are rare here.,Interactive tiles are rare here.,002118,pokemon_0126,2,interactable_count,spawn+water,,,0.0,,
pk002119,A few doors and objects appear on the map.,Interactive tiles are sparse on the map.,002119,pokemon_0127,2,interactable_count,spawn+water,,,0.0,,
pk002120,Doors are marginal here.,Interactives are marginal here.,002120,pokemon_0128,2,interactable_count,spawn+water,,,0.0,,
pk002121,"The map has many spawns, doors, and objects.",The map has many interactive tiles.,002121,pokemon_0129,2,interactable_count,spawn+water,,,54.0,,
pk002122,Doors and objects are sparse.,Interactive tiles are marginal.,002122,pokemon_0130,2,interactable_count,spawn+water,,,0.0,,
pk002123,The map is packed with spawns and water tiles.,The map is packed with interactive tiles.,002123,pokemon_0131,2,interactable_count,spawn+water,,,211.0,,
pk002124,Doors and objects are rare here.,Interactive tiles are rare here.,002124,pokemon_0132,2,interactable_count,spawn+water,,,0.0,,
pk002125,The map has few doors and objects.,The map has sparse interactive tiles.,002125,pokemon_0133,2,interactable_count,spawn+water,,,0.0,,
pk002126,Doors and objects are sparse.,Interactive tiles are sparse.,002126,pokemon_0134,2,interactable_count,spawn+water,,,0.0,,
pk002127,The map has few doors and objects.,The map has few interactive tiles.,002127,pokemon_0135,2,interactable_count,spawn+water,,,0.0,,
pk002128,The map has limited doors and water tiles.,The map has limited interactive tiles.,002128,pokemon_0136,2,interactable_count,spawn+water,,,2.0,,
pk002129,Spawns and objects are rare here.,Interactive tiles are rare here.,002129,pokemon_0137,2,interactable_count,spawn+water,,,0.0,,
pk002130,Few spawns and objects appear here.,Few interactive tiles appear here.,002130,pokemon_0138,2,interactable_count,spawn+water,,,0.0,,
pk002131,The map has a limited number of doors and objects.,The map has a limited amount of interactive tiles.,002131,pokemon_0139,2,interactable_count,spawn+water,,,6.0,,
pk002132,The map has a limited number of spawn points and objects.,The map has limited interactive tiles.,002132,pokemon_0140,2,interactable_count,spawn+water,,,2.0,,
pk002133,Doors and objects are rare here.,Interactive tiles are rare here.,002133,pokemon_0141,2,interactable_count,spawn+water,,,0.0,,
pk002134,Many spawns and objects fill the map.,Many interactive tiles fill the map.,002134,pokemon_0142,2,interactable_count,spawn+water,,,84.0,,
pk002135,The map has a limited number of spawn and water tiles.,The map has a limited amount of interactive tiles.,002135,pokemon_0143,2,interactable_count,spawn+water,,,6.0,,
pk002136,Objects and spawn points are marginal.,Interactive tiles are marginal.,002136,pokemon_0144,2,interactable_count,spawn+water,,,0.0,,
pk002137,Doors and objects are marginal.,Interactive tiles are marginal.,002137,pokemon_0145,2,interactable_count,spawn+water,,,0.0,,
pk002138,A few spawn tiles and objects are scattered around.,A few interactive tiles are scattered around.,002138,pokemon_0146,2,interactable_count,spawn+water,,,20.0,,
pk002139,Spawns and water are limited.,Interactive tiles are limited.,002139,pokemon_0147,2,interactable_count,spawn+water,,,3.0,,
pk002140,SPAWNs and WATER tiles are abundant here.,Interactive tiles are abundant here.,002140,pokemon_0148,2,interactable_count,spawn+water,,,205.0,,
pk002141,Spawn points and water are scarce.,Interactive tiles are sparse.,002141,pokemon_0149,2,interactable_count,spawn+water,,,0.0,,
pk002142,The map has only a few doors and water tiles.,The map has marginal interactable tiles.,002142,pokemon_0150,2,interactable_count,spawn+water,,,0.0,,
pk002143,A few spawns and objects are scattered around.,A few interactive tiles are scattered around.,002143,pokemon_0151,2,interactable_count,spawn+water,,,3.0,,
pk002144,Spawns and objects are marginal.,Interactive tiles are marginal.,002144,pokemon_0152,2,interactable_count,spawn+water,,,0.0,,
pk002145,The map is crowded with spawn and water tiles.,The map is crowded with interactive tiles.,002145,pokemon_0153,2,interactable_count,spawn+water,,,107.0,,
pk002146,Spawns are rare.,Interactive tiles are rare.,002146,pokemon_0154,2,interactable_count,spawn+water,,,0.0,,
pk002147,The map has many doors and water tiles.,The map has many interactive tiles.,002147,pokemon_0155,2,interactable_count,spawn+water,,,240.0,,
pk002148,Some spawns and objects appear across the map.,Some interactive tiles are scattered across the map.,002148,pokemon_0156,2,interactable_count,spawn+water,,,12.0,,
pk002149,Only a few spawns appear.,Interactive tiles are marginal.,002149,pokemon_0157,2,interactable_count,spawn+water,,,0.0,,
pk002150,The map has few spawns and water.,Interactive tiles are sparse across the map.,002150,pokemon_0158,2,interactable_count,spawn+water,,,0.0,,
pk002151,Few doors and objects appear here.,Interactive tiles are sparse here.,002151,pokemon_0159,2,interactable_count,spawn+water,,,0.0,,
pk002152,The map has many spawns and a few water tiles.,The map has many interactive tiles and a few others.,002152,pokemon_0160,2,interactable_count,spawn+water,,,29.0,,
pk002153,Only a few doors and objects are present.,Interactive tiles are sparse.,002153,pokemon_0161,2,interactable_count,spawn+water,,,0.0,,
pk002154,The map is packed with doors and objects.,The map is packed with interactive tiles.,002154,pokemon_0162,2,interactable_count,spawn+water,,,94.0,,
pk002155,SPAWN and WATER tiles are limited.,Interactive tiles are limited.,002155,pokemon_0163,2,interactable_count,spawn+water,,,15.0,,
pk002156,Doors and objects are plentiful.,Interactive tiles are plentiful.,002156,pokemon_0164,2,interactable_count,spawn+water,,,106.0,,
pk002157,The map has many spawns and objects.,The map has many interactive tiles.,002157,pokemon_0165,2,interactable_count,spawn+water,,,32.0,,
pk002158,SPAWN tiles are rare here.,Interactive tiles are rare here.,002158,pokemon_0166,2,interactable_count,spawn+water,,,0.0,,
pk002159,The map has plenty of spawns and objects.,The map has plenty of interactive tiles.,002159,pokemon_0167,2,interactable_count,spawn+water,,,50.0,,
pk002160,A few spawns and objects are scattered here.,Interactive tiles are slightly scattered across the map.,002160,pokemon_0168,2,interactable_count,spawn+water,,,2.0,,
pk002161,The map is packed with doors and water tiles.,The map is packed with interactive tiles.,002161,pokemon_0169,2,interactable_count,spawn+water,,,143.0,,
pk002162,Doors and objects are fairly plentiful.,Interactive tiles are fairly plentiful.,002162,pokemon_0170,2,interactable_count,spawn+water,,,52.0,,
pk002163,The map is packed with spawns and water.,The map is packed with interactive tiles.,002163,pokemon_0171,2,interactable_count,spawn+water,,,89.0,,
pk002164,Doors and objects are plentiful.,Interactive tiles are plentiful.,002164,pokemon_0172,2,interactable_count,spawn+water,,,112.0,,
pk002165,SPAWNs are limited here.,Interactive tiles are limited here.,002165,pokemon_0173,2,interactable_count,spawn+water,,,13.0,,
pk002166,The map has plenty of spawns and objects.,The map has plenty of interactive tiles.,002166,pokemon_0174,2,interactable_count,spawn+water,,,46.0,,
pk002167,Doors and objects are abundant here.,Interactive tiles are abundant here.,002167,pokemon_0175,2,interactable_count,spawn+water,,,79.0,,
pk002168,The map has many doors and objects.,The map has many interactive tiles.,002168,pokemon_0176,2,interactable_count,spawn+water,,,48.0,,
pk002169,The map has plentiful doors and objects.,Interactive tiles are plentiful on the map.,002169,pokemon_0177,2,interactable_count,spawn+water,,,81.0,,
pk002170,Some spawns and objects appear across the map.,Some interactive tiles are scattered across the map.,002170,pokemon_0178,2,interactable_count,spawn+water,,,19.0,,
pk002171,Spawn points are rare here.,Interactive tiles are rare here.,002171,pokemon_0179,2,interactable_count,spawn+water,,,0.0,,
pk002172,Only a few doors and water tiles are present.,Interactive tiles are sparse.,002172,pokemon_0180,2,interactable_count,spawn+water,,,0.0,,
pk002173,The map has many doors and objects.,The map has many interactive tiles.,002173,pokemon_0181,2,interactable_count,spawn+water,,,57.0,,
pk002174,The map has some doors and objects.,The map has some interactive tiles.,002174,pokemon_0182,2,interactable_count,spawn+water,,,4.0,,
pk002175,The map is crowded with doors and objects.,Interactive tiles are plentiful across the map.,002175,pokemon_0183,2,interactable_count,spawn+water,,,64.0,,
pk002176,Some doors and objects are scattered around the map.,Some interactive tiles are scattered around the map.,002176,pokemon_0184,2,interactable_count,spawn+water,,,13.0,,
pk002177,The map is packed with spawns and water.,The map is packed with interactive tiles.,002177,pokemon_0185,2,interactable_count,spawn+water,,,78.0,,
pk002178,Spawn tiles are rare here.,Interactive tiles are rare here.,002178,pokemon_0186,2,interactable_count,spawn+water,,,0.0,,
pk002179,Spawns are rare here.,Interactive tiles are rare here.,002179,pokemon_0187,2,interactable_count,spawn+water,,,0.0,,
pk002180,Spawn points and doors are sparse.,Interactive tiles are sparse.,002180,pokemon_0188,2,interactable_count,spawn+water,,,0.0,,
pk002181,Doors and objects are fairly common.,Interactive tiles are fairly common.,002181,pokemon_0190,2,interactable_count,spawn+water,,,47.0,,
pk002182,The map has many doors and objects.,The map has many interactive tiles.,002182,pokemon_0191,2,interactable_count,spawn+water,,,42.0,,
pk002183,The map has limited spawn points and objects.,Interactive tiles are limited across the map.,002183,pokemon_0192,2,interactable_count,spawn+water,,,19.0,,
pk002184,Interactive tiles are rare here.,Interactive tiles are rare here.,002184,pokemon_0193,2,interactable_count,spawn+water,,,0.0,,
pk002185,The map is crowded with spawn points and objects.,The map is crowded with interactive tiles.,002185,pokemon_0194,2,interactable_count,spawn+water,,,80.0,,
pk002186,A few spawns and objects are present.,Interactive tiles are marginal.,002186,pokemon_0195,2,interactable_count,spawn+water,,,0.0,,
pk002187,The map is packed with spawns and objects.,The map is packed with interactive tiles.,002187,pokemon_0196,2,interactable_count,spawn+water,,,71.0,,
pk002188,Doors and objects are marginal here.,Interactive tiles are marginal here.,002188,pokemon_0197,2,interactable_count,spawn+water,,,0.0,,
pk002189,The map is crowded with spawn doors and objects.,The map is crowded with interactive tiles.,002189,pokemon_0198,2,interactable_count,spawn+water,,,72.0,,
pk002190,Only a few spawns and water tiles appear.,Interactive tiles are sparse.,002190,pokemon_0199,2,interactable_count,spawn+water,,,0.0,,
pk002191,The map has a few spawn points and objects.,The map has a little interactive content.,002191,pokemon_0200,2,interactable_count,spawn+water,,,3.0,,
pk002192,Doors and objects are fairly numerous here.,Interactive tiles are fairly numerous here.,002192,pokemon_0201,2,interactable_count,spawn+water,,,24.0,,
pk002193,The map has limited SPWAN and WATER tiles.,The map has limited interactive tiles.,002193,pokemon_0202,2,interactable_count,spawn+water,,,11.0,,
pk002194,SPAWNs and WATER are plentiful here.,Interactive tiles are plentiful here.,002194,pokemon_0203,2,interactable_count,spawn+water,,,22.0,,
pk002195,Doors and objects are fairly abundant.,Interactive tiles are fairly abundant.,002195,pokemon_0204,2,interactable_count,spawn+water,,,56.0,,
pk002196,Doors are sparse here.,Interactive tiles are sparse here.,002196,pokemon_0205,2,interactable_count,spawn+water,,,0.0,,
pk002197,Spawns and water are rare.,Interactive tiles are rare.,002197,pokemon_0206,2,interactable_count,spawn+water,,,0.0,,
pk002198,The map has a limited number of doors and water.,The map has limited interactive tiles.,002198,pokemon_0207,2,interactable_count,spawn+water,,,15.0,,
pk002199,Some spawn and water tiles are present.,Some interactive tiles are present.,002199,pokemon_0208,2,interactable_count,spawn+water,,,7.0,,
pk002200,"The map is crowded with doors, objects, and spawns.",The map is crowded with interactive tiles.,002200,pokemon_0209,2,interactable_count,spawn+water,,,38.0,,
pk002201,Doors and objects are rare here.,Interactive tiles are rare here.,002201,pokemon_0210,2,interactable_count,spawn+water,,,0.0,,
pk002202,Spawn points and water are rare here.,Interactive tiles are rare here.,002202,pokemon_0211,2,interactable_count,spawn+water,,,0.0,,
pk002203,Doors and objects are sparse.,Interactive tiles are sparse.,002203,pokemon_0213,2,interactable_count,spawn+water,,,0.0,,
pk002204,"Spawns are rare, with a few objects nearby.",Interactive tiles are rare.,002204,pokemon_0214,2,interactable_count,spawn+water,,,0.0,,
pk002205,The map is crowded with SPAWNs and OBJECTs.,The map is crowded with interactive tiles.,002205,pokemon_0215,2,interactable_count,spawn+water,,,136.0,,
pk002206,Doors and objects are rare.,Interactive tiles are rare.,002206,pokemon_0216,2,interactable_count,spawn+water,,,0.0,,
pk002207,The map has many spawns and objects scattered about.,The map has many interactive tiles scattered about.,002207,pokemon_0217,2,interactable_count,spawn+water,,,49.0,,
pk002208,The map has many doors and objects.,The map has many interactive tiles.,002208,pokemon_0218,2,interactable_count,spawn+water,,,51.0,,
pk002209,The map has slight spawn and water presence.,Interactive tiles are slightly scattered across the map.,002209,pokemon_0219,2,interactable_count,spawn+water,,,8.0,,
pk002210,Few spawns and objects appear here.,Few interactive tiles appear here.,002210,pokemon_0220,2,interactable_count,spawn+water,,,0.0,,
pk002211,Doors and water are sparse.,Interactive tiles are slightly scattered.,002211,pokemon_0221,2,interactable_count,spawn+water,,,1.0,,
